"Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010"
"Variável - Produto Interno Bruto a preços correntes (Mil Reais)"
"Cód.";"Município";"Ano"
"3505708";"Barueri (SP)";"58027666,62"
"3505807";"Bastos (SP)";"1067216,92"
"3505906";"Batatais (SP)";"2416802,58"
"3506003";"Bauru (SP)";"16721368,42"
"3506102";"Bebedouro (SP)";"4080484,54"
"3506201";"Bento de Abreu (SP)";"210459,78"
"3506300";"Bernardino de Campos (SP)";"377950,24"
"3506359";"Bertioga (SP)";"2067677,07"
"3506409";"Bilac (SP)";"292576,75"
"3506508";"Birigui (SP)";"3947388,40"
"3506607";"Biritiba Mirim (SP)";"971015,87"
"3506706";"Boa Esperança do Sul (SP)";"380753,26"
"3506805";"Bocaina (SP)";"281963,94"
"3506904";"Bofete (SP)";"212434,11"
"3507001";"Boituva (SP)";"3393228,69"
"3507100";"Bom Jesus dos Perdões (SP)";"1463036,18"
"3507159";"Bom Sucesso de Itararé (SP)";"63856,52"
"3507209";"Borá (SP)";"74195,05"
"3507308";"Boracéia (SP)";"519153,45"
"3507407";"Borborema (SP)";"518182,24"
"3507456";"Borebi (SP)";"73943,33"
"3507506";"Botucatu (SP)";"5979359,06"
"3507605";"Bragança Paulista (SP)";"7954300,05"
"3507704";"Braúna (SP)";"120686,81"
"3507753";"Brejo Alegre (SP)";"75675,13"
"3507803";"Brodowski (SP)";"894830,75"
"3507902";"Brotas (SP)";"1123986,57"
"3508009";"Buri (SP)";"684130,19"
"3508108";"Buritama (SP)";"627565,18"
"3508207";"Buritizal (SP)";"244488,13"
"3508306";"Cabrália Paulista (SP)";"102881,81"
"3508405";"Cabreúva (SP)";"5961333,42"
"3508504";"Caçapava (SP)";"5214553,27"
"3508603";"Cachoeira Paulista (SP)";"673632,42"
"3508702";"Caconde (SP)";"574394,94"
"3508801";"Cafelândia (SP)";"682544,49"
"3508900";"Caiabu (SP)";"69806,40"
"3509007";"Caieiras (SP)";"4858858,15"
"3509106";"Caiuá (SP)";"96254,92"
"3509205";"Cajamar (SP)";"22713160,27"
"3509254";"Cajati (SP)";"1755226,47"
"3509304";"Cajobi (SP)";"170916,32"
"3509403";"Cajuru (SP)";"761749,16"
"3509452";"Campina do Monte Alegre (SP)";"151086,92"
"3509502";"Campinas (SP)";"72946774,92"
"3509601";"Campo Limpo Paulista (SP)";"2530950,09"
"3509700";"Campos do Jordão (SP)";"1449808,28"
"3509809";"Campos Novos Paulista (SP)";"194705,13"
"3509908";"Cananéia (SP)";"264410,44"
"3509957";"Canas (SP)";"130060,46"
"3510005";"Cândido Mota (SP)";"1518347,02"
"3510104";"Cândido Rodrigues (SP)";"107107,74"
"3510153";"Canitar (SP)";"164318,83"
"3510203";"Capão Bonito (SP)";"1269097,45"
"3510302";"Capela do Alto (SP)";"392353,72"
"3510401";"Capivari (SP)";"2990809,57"
"3510500";"Caraguatatuba (SP)";"4532235,51"
"3510609";"Carapicuíba (SP)";"6854705,73"
"3510708";"Cardoso (SP)";"321119,82"
"3510807";"Casa Branca (SP)";"1179141,60"
"3510906";"Cássia dos Coqueiros (SP)";"293111,12"
"3511003";"Castilho (SP)";"1388287,05"
"3511102";"Catanduva (SP)";"5218361,31"
"3511201";"Catiguá (SP)";"152901,81"
"3511300";"Cedral (SP)";"533104,15"
"3511409";"Cerqueira César (SP)";"956913,99"
"3511508";"Cerquilho (SP)";"2343905,90"
"3511607";"Cesário Lange (SP)";"740569,08"
"3511706";"Charqueada (SP)";"515122,58"
"3511904";"Clementina (SP)";"186410,59"
"3512001";"Colina (SP)";"1541673,00"
"3512100";"Colômbia (SP)";"373218,65"
"3512209";"Conchal (SP)";"859274,27"
"3512308";"Conchas (SP)";"432993,29"
"3512407";"Cordeirópolis (SP)";"4107826,50"
"3512506";"Coroados (SP)";"218777,21"
"3512605";"Coronel Macedo (SP)";"141157,63"
"3512704";"Corumbataí (SP)";"345025,59"
"3512803";"Cosmópolis (SP)";"2109639,73"
"3512902";"Cosmorama (SP)";"506809,05"
"3513009";"Cotia (SP)";"16114164,61"
"3513108";"Cravinhos (SP)";"1753136,87"
"3513207";"Cristais Paulista (SP)";"346565,91"
"3513306";"Cruzália (SP)";"137663,97"
"3513405";"Cruzeiro (SP)";"3182372,78"
"3513504";"Cubatão (SP)";"21946471,66"
"3513603";"Cunha (SP)";"326362,26"
"3513702";"Descalvado (SP)";"2081161,88"
"3513801";"Diadema (SP)";"18484355,53"
"3513850";"Dirce Reis (SP)";"69826,77"
"3513900";"Divinolândia (SP)";"491457,38"
"3514007";"Dobrada (SP)";"138926,58"
"3514106";"Dois Córregos (SP)";"835299,13"
"3514205";"Dolcinópolis (SP)";"58946,79"
"3514304";"Dourado (SP)";"802299,14"
"3514403";"Dracena (SP)";"1444977,94"
"3514502";"Duartina (SP)";"252625,68"
"3514601";"Dumont (SP)";"342331,61"
"3514700";"Echaporã (SP)";"152431,54"
"3514809";"Eldorado (SP)";"329349,07"
"3514908";"Elias Fausto (SP)";"1004655,10"
"3514924";"Elisiário (SP)";"76050,81"
"3514957";"Embaúba (SP)";"57200,22"
"3515004";"Embu das Artes (SP)";"14314753,76"
"3515103";"Embu-Guaçu (SP)";"1456125,37"
"3515129";"Emilianópolis (SP)";"79174,83"
"3515152";"Engenheiro Coelho (SP)";"661053,17"
"3515186";"Espírito Santo do Pinhal (SP)";"2065823,76"
"3515194";"Espírito Santo do Turvo (SP)";"91772,49"
"3515202";"Estrela d'Oeste (SP)";"753257,37"
"3515301";"Estrela do Norte (SP)";"62446,43"
"3515350";"Euclides da Cunha Paulista (SP)";"136498,42"
"3515400";"Fartura (SP)";"473712,30"
"3515509";"Fernandópolis (SP)";"2468766,33"
"3515608";"Fernando Prestes (SP)";"205593,63"
"3515657";"Fernão (SP)";"80954,11"
"3515707";"Ferraz de Vasconcelos (SP)";"4740673,31"
"3515806";"Flora Rica (SP)";"42156,14"
"3515905";"Floreal (SP)";"81886,09"
"3516002";"Flórida Paulista (SP)";"264841,46"
"3516101";"Florínea (SP)";"171948,58"
"3516200";"Franca (SP)";"11276086,01"
"3516309";"Francisco Morato (SP)";"1872466,81"
"3516408";"Franco da Rocha (SP)";"4297870,73"
"3516507";"Gabriel Monteiro (SP)";"93704,90"
"3516606";"Gália (SP)";"172719,38"
"3516705";"Garça (SP)";"1725227,79"
"3516804";"Gastão Vidigal (SP)";"85828,07"
"3516853";"Gavião Peixoto (SP)";"1184185,05"
"3516903";"General Salgado (SP)";"275099,29"
"3517000";"Getulina (SP)";"215987,58"
"3517109";"Glicério (SP)";"125314,11"
"3517208";"Guaiçara (SP)";"232240,95"
"3517307";"Guaimbê (SP)";"442961,86"
"3517406";"Guaíra (SP)";"2704845,26"
"3517505";"Guapiaçu (SP)";"896415,28"
"3517604";"Guapiara (SP)";"439111,53"
"3517703";"Guará (SP)";"618205,49"
"3517802";"Guaraçaí (SP)";"326571,66"
"3517901";"Guaraci (SP)";"375452,79"
"3518008";"Guarani d'Oeste (SP)";"37039,51"
"3518107";"Guarantã (SP)";"196318,76"
"3518206";"Guararapes (SP)";"1199677,63"
"3518305";"Guararema (SP)";"1546741,27"
"3518404";"Guaratinguetá (SP)";"7877882,19"
"3518503";"Guareí (SP)";"313680,63"
"3518602";"Guariba (SP)";"1135133,63"
"3518701";"Guarujá (SP)";"10494252,38"
"3518800";"Guarulhos (SP)";"77376466,72"
"3518859";"Guatapará (SP)";"245363,01"
"3518909";"Guzolândia (SP)";"93585,02"
"3519006";"Herculândia (SP)";"355955,46"
"3519055";"Holambra (SP)";"1463401,41"
"3519071";"Hortolândia (SP)";"18377821,72"
"3519105";"Iacanga (SP)";"658009,94"
"3519204";"Iacri (SP)";"316795,43"
"3519253";"Iaras (SP)";"168922,26"
"3519303";"Ibaté (SP)";"1159253,49"
"3519402";"Ibirá (SP)";"318126,27"
"3519501";"Ibirarema (SP)";"244614,40"
"3519600";"Ibitinga (SP)";"1965222,53"
"3519709";"Ibiúna (SP)";"2370585,55"
"3519808";"Icém (SP)";"209289,09"
"3519907";"Iepê (SP)";"434355,83"
"3520004";"Igaraçu do Tietê (SP)";"381184,50"
"3520103";"Igarapava (SP)";"1299637,24"
"3520202";"Igaratá (SP)";"240165,47"
"3520301";"Iguape (SP)";"1588620,44"
"3520400";"Ilhabela (SP)";"13956618,26"
"3520426";"Ilha Comprida (SP)";"1363561,11"
"3520442";"Ilha Solteira (SP)";"706074,95"
"3520509";"Indaiatuba (SP)";"22817116,89"
"3520608";"Indiana (SP)";"86968,23"
"3520707";"Indiaporã (SP)";"111102,98"
"3520806";"Inúbia Paulista (SP)";"136680,86"
"3520905";"Ipaussu (SP)";"499098,59"
"3521002";"Iperó (SP)";"969693,82"
"3521101";"Ipeúna (SP)";"947911,80"
"3521150";"Ipiguá (SP)";"124258,76"
"3521200";"Iporanga (SP)";"63459,37"
"3521309";"Ipuã (SP)";"442715,06"
"3521408";"Iracemápolis (SP)";"2127925,26"
"3521507";"Irapuã (SP)";"186223,42"
"3521606";"Irapuru (SP)";"109595,22"
"3521705";"Itaberá (SP)";"1016119,04"
"3521804";"Itaí (SP)";"924896,72"
"3521903";"Itajobi (SP)";"935219,79"
"3522000";"Itaju (SP)";"232256,50"
"3522109";"Itanhaém (SP)";"2369274,76"
"3522158";"Itaoca (SP)";"53345,25"
"3522208";"Itapecerica da Serra (SP)";"4909298,75"
"3522307";"Itapetininga (SP)";"6359722,60"
"3522406";"Itapeva (SP)";"3788992,48"
"3522505";"Itapevi (SP)";"12854995,02"
"3522604";"Itapira (SP)";"4756331,43"
"3522653";"Itapirapuã Paulista (SP)";"52590,21"
"3522703";"Itápolis (SP)";"1630819,91"
"3522802";"Itaporanga (SP)";"305514,25"
"3522901";"Itapuí (SP)";"1003728,99"
"3523008";"Itapura (SP)";"104627,59"
"3523107";"Itaquaquecetuba (SP)";"9519617,71"
"3523206";"Itararé (SP)";"1182424,01"
"3523305";"Itariri (SP)";"438980,46"
"3523404";"Itatiba (SP)";"8245497,58"
"3523503";"Itatinga (SP)";"396659,52"
"3523602";"Itirapina (SP)";"1273183,85"
"3523701";"Itirapuã (SP)";"161834,77"
"3523800";"Itobi (SP)";"198366,05"
"3523909";"Itu (SP)";"10540812,92"
"3524006";"Itupeva (SP)";"8423278,99"
"3524105";"Ituverava (SP)";"1907193,12"
"3524204";"Jaborandi (SP)";"153277,99"
"3524303";"Jaboticabal (SP)";"3601183,19"
"3524402";"Jacareí (SP)";"16094434,73"
"3524501";"Jaci (SP)";"676808,09"
"3524600";"Jacupiranga (SP)";"531089,16"
"3524709";"Jaguariúna (SP)";"13981301,52"
"3524808";"Jales (SP)";"1982125,37"
"3524907";"Jambeiro (SP)";"352904,04"
"3525003";"Jandira (SP)";"4908360,24"
"3525102";"Jardinópolis (SP)";"1580760,48"
"3525201";"Jarinu (SP)";"2997399,56"
"3525300";"Jaú (SP)";"5582394,76"
"3525409";"Jeriquara (SP)";"168937,39"
"3525508";"Joanópolis (SP)";"261557,62"
"3525607";"João Ramalho (SP)";"148675,33"
"3525706";"José Bonifácio (SP)";"1381751,01"
"3525805";"Júlio Mesquita (SP)";"58842,95"
"3525854";"Jumirim (SP)";"213999,55"
"3525904";"Jundiaí (SP)";"57670892,71"
"3526001";"Junqueirópolis (SP)";"807879,16"
"3526100";"Juquiá (SP)";"366459,40"
"3526209";"Juquitiba (SP)";"573997,22"
"3526308";"Lagoinha (SP)";"73967,04"
"3526407";"Laranjal Paulista (SP)";"1411101,00"
"3526506";"Lavínia (SP)";"184895,99"
"3526605";"Lavrinhas (SP)";"133317,10"
"3526704";"Leme (SP)";"4101866,54"
"3526803";"Lençóis Paulista (SP)";"4924228,12"
"3526902";"Limeira (SP)";"16060738,81"
"3527009";"Lindóia (SP)";"246178,78"
"3527108";"Lins (SP)";"6763890,06"
"3527207";"Lorena (SP)";"3876663,47"
"3527256";"Lourdes (SP)";"43489,18"
"3527306";"Louveira (SP)";"19677150,59"
"3527405";"Lucélia (SP)";"584271,28"
"3527504";"Lucianópolis (SP)";"70465,38"
"3527603";"Luís Antônio (SP)";"1556606,52"
"3527702";"Luiziânia (SP)";"93808,71"
"3527801";"Lupércio (SP)";"98336,89"
"3527900";"Lutécia (SP)";"101173,12"
"3528007";"Macatuba (SP)";"643782,92"
"3528106";"Macaubal (SP)";"196951,79"
"3528205";"Macedônia (SP)";"90930,78"
"3528304";"Magda (SP)";"104128,02"
"3528403";"Mairinque (SP)";"2695115,82"
"3528502";"Mairiporã (SP)";"2288091,62"
"3528601";"Manduri (SP)";"291908,19"
"3528700";"Marabá Paulista (SP)";"157010,99"
"3528809";"Maracaí (SP)";"517397,82"
"3528858";"Marapoama (SP)";"119694,41"
"3528908";"Mariápolis (SP)";"76481,67"
"3529005";"Marília (SP)";"9755960,45"
"3529104";"Marinópolis (SP)";"40066,94"
"3529203";"Martinópolis (SP)";"754950,45"
"3529302";"Matão (SP)";"5356571,32"
"3529401";"Mauá (SP)";"20776212,75"
"3529500";"Mendonça (SP)";"374784,79"
"3529609";"Meridiano (SP)";"393842,47"
"3529658";"Mesópolis (SP)";"81615,13"
"3529708";"Miguelópolis (SP)";"1016136,93"
"3529807";"Mineiros do Tietê (SP)";"226257,41"
"3529906";"Miracatu (SP)";"456953,06"
"3530003";"Mira Estrela (SP)";"70361,63"
"3530102";"Mirandópolis (SP)";"738742,24"
"3530201";"Mirante do Paranapanema (SP)";"606917,47"
"3530300";"Mirassol (SP)";"2660334,03"
"3530409";"Mirassolândia (SP)";"213294,97"
"3530508";"Mococa (SP)";"3043691,90"
"3530607";"Mogi das Cruzes (SP)";"19604517,46"
"3530706";"Mogi Guaçu (SP)";"6865386,21"
"3530805";"Mogi Mirim (SP)";"6313563,84"
"3530904";"Mombuca (SP)";"124517,47"
"3531001";"Monções (SP)";"58262,06"
"3531100";"Mongaguá (SP)";"1254605,29"
"3531209";"Monte Alegre do Sul (SP)";"252217,89"
"3531308";"Monte Alto (SP)";"2435240,08"
"3531407";"Monte Aprazível (SP)";"766600,05"
"3531506";"Monte Azul Paulista (SP)";"639162,50"
"3531605";"Monte Castelo (SP)";"128087,83"
"3531704";"Monteiro Lobato (SP)";"83030,47"
"3531803";"Monte Mor (SP)";"4317763,59"
"3531902";"Morro Agudo (SP)";"1225918,09"
"3532009";"Morungaba (SP)";"633323,99"
"3532058";"Motuca (SP)";"120695,87"
"3532108";"Murutinga do Sul (SP)";"88027,07"
"3532157";"Nantes (SP)";"142300,89"
"3532207";"Narandiba (SP)";"639075,52"
"3532306";"Natividade da Serra (SP)";"93391,14"
"3532405";"Nazaré Paulista (SP)";"465370,93"
"3532504";"Neves Paulista (SP)";"276247,70"
"3532603";"Nhandeara (SP)";"367776,64"
"3532702";"Nipoã (SP)";"95891,82"
"3532801";"Nova Aliança (SP)";"325932,69"
"3532827";"Nova Campina (SP)";"221079,28"
"3532843";"Nova Canaã Paulista (SP)";"46304,61"
"3532868";"Nova Castilho (SP)";"60664,98"
"3532900";"Nova Europa (SP)";"377460,82"
"3533007";"Nova Granada (SP)";"512828,71"
"3533106";"Nova Guataporanga (SP)";"36774,79"
"3533205";"Nova Independência (SP)";"213154,68"
"3533254";"Novais (SP)";"78660,45"
"3533304";"Nova Luzitânia (SP)";"60213,77"
"3533403";"Nova Odessa (SP)";"4020494,25"
"3533502";"Novo Horizonte (SP)";"1585955,12"
"3533601";"Nuporanga (SP)";"868091,61"
"3533700";"Ocauçu (SP)";"141366,24"
"3533809";"Óleo (SP)";"128271,55"
"3533908";"Olímpia (SP)";"2551144,67"
"3534005";"Onda Verde (SP)";"205635,80"
"3534104";"Oriente (SP)";"129763,03"
"3534203";"Orindiúva (SP)";"640841,18"
"3534302";"Orlândia (SP)";"2579406,07"
"3534401";"Osasco (SP)";"86111259,99"
"3534500";"Oscar Bressane (SP)";"112881,76"
"3534609";"Osvaldo Cruz (SP)";"1087489,59"
"3534708";"Ourinhos (SP)";"3961570,96"
"3534757";"Ouroeste (SP)";"548740,25"
"3534807";"Ouro Verde (SP)";"134985,78"
"3534906";"Pacaembu (SP)";"217694,93"
"3535002";"Palestina (SP)";"420419,96"
"3535101";"Palmares Paulista (SP)";"136418,66"
"3535200";"Palmeira d'Oeste (SP)";"215050,40"
"3535309";"Palmital (SP)";"900626,57"
"3535408";"Panorama (SP)";"317825,59"
"3535507";"Paraguaçu Paulista (SP)";"1801748,01"
"3535606";"Paraibuna (SP)";"351772,28"
"3535705";"Paraíso (SP)";"275312,65"
"3535804";"Paranapanema (SP)";"945145,31"
"3535903";"Paranapuã (SP)";"133064,95"
"3536000";"Parapuã (SP)";"741785,80"
"3536109";"Pardinho (SP)";"368270,94"
"3536208";"Pariquera-Açu (SP)";"586023,64"
"3536257";"Parisi (SP)";"53619,89"
"3536307";"Patrocínio Paulista (SP)";"1360808,59"
"3536406";"Paulicéia (SP)";"200144,75"
"3536505";"Paulínia (SP)";"52389436,51"
"3536570";"Paulistânia (SP)";"48636,69"
"3536604";"Paulo de Faria (SP)";"269675,00"
"3536703";"Pederneiras (SP)";"3066260,99"
"3536802";"Pedra Bela (SP)";"118076,04"
"3536901";"Pedranópolis (SP)";"79886,71"
"3537008";"Pedregulho (SP)";"1731363,80"
"3537107";"Pedreira (SP)";"1502007,81"
"3537156";"Pedrinhas Paulista (SP)";"176652,40"
"3537206";"Pedro de Toledo (SP)";"178608,88"
"3537305";"Penápolis (SP)";"2082458,29"
"3537404";"Pereira Barreto (SP)";"1087485,49"
"3537503";"Pereiras (SP)";"317964,20"
"3537602";"Peruíbe (SP)";"1966247,30"
"3537701";"Piacatu (SP)";"119024,81"
"3537800";"Piedade (SP)";"1597083,42"
"3537909";"Pilar do Sul (SP)";"1276179,95"
"3538006";"Pindamonhangaba (SP)";"13742498,49"
"3538105";"Pindorama (SP)";"498800,90"
"3538204";"Pinhalzinho (SP)";"314651,31"
"3538303";"Piquerobi (SP)";"67093,36"
"3538501";"Piquete (SP)";"197854,11"
"3538600";"Piracaia (SP)";"661695,60"
"3538709";"Piracicaba (SP)";"34555723,85"
"3538808";"Piraju (SP)";"926203,35"
"3538907";"Pirajuí (SP)";"540057,89"
"3539004";"Pirangi (SP)";"364797,71"
"3539103";"Pirapora do Bom Jesus (SP)";"826672,31"
"3539202";"Pirapozinho (SP)";"927781,11"
"3539301";"Pirassununga (SP)";"3312332,24"
"3539400";"Piratininga (SP)";"278466,99"
"3539509";"Pitangueiras (SP)";"1389560,82"
"3539608";"Planalto (SP)";"193761,56"
"3539707";"Platina (SP)";"120018,91"
"3539806";"Poá (SP)";"3769347,37"
"3539905";"Poloni (SP)";"154422,73"
"3540002";"Pompéia (SP)";"1951861,43"
"3540101";"Pongaí (SP)";"94398,93"
"3540200";"Pontal (SP)";"1462864,89"
"3540259";"Pontalinda (SP)";"98029,53"
"3540309";"Pontes Gestal (SP)";"126662,71"
"3540408";"Populina (SP)";"117259,83"
"3540507";"Porangaba (SP)";"233734,27"
"3540606";"Porto Feliz (SP)";"3754665,66"
"3540705";"Porto Ferreira (SP)";"2495873,11"
"3540754";"Potim (SP)";"308459,43"
"3540804";"Potirendaba (SP)";"620168,93"
"3540853";"Pracinha (SP)";"40969,45"
"3540903";"Pradópolis (SP)";"1096525,58"
"3541000";"Praia Grande (SP)";"8727831,47"
"3541059";"Pratânia (SP)";"126366,89"
"3541109";"Presidente Alves (SP)";"77332,79"
"3541208";"Presidente Bernardes (SP)";"331914,15"
"3541307";"Presidente Epitácio (SP)";"1325522,13"
"3541406";"Presidente Prudente (SP)";"9242191,97"
"3541505";"Presidente Venceslau (SP)";"823130,04"
"3541604";"Promissão (SP)";"2115365,14"
"3541653";"Quadra (SP)";"144522,60"
"3541703";"Quatá (SP)";"821158,91"
"3541802";"Queiroz (SP)";"684733,35"
"3541901";"Queluz (SP)";"388523,14"
"3542008";"Quintana (SP)";"276283,80"
"3542107";"Rafard (SP)";"442882,50"
"3542206";"Rancharia (SP)";"1381836,35"
"3542305";"Redenção da Serra (SP)";"66824,94"
"3542404";"Regente Feijó (SP)";"983725,28"
"3542503";"Reginópolis (SP)";"184875,12"
"3542602";"Registro (SP)";"2357409,33"
"3542701";"Restinga (SP)";"211751,73"
"3542800";"Ribeira (SP)";"62081,26"
"3542909";"Ribeirão Bonito (SP)";"371778,48"
"3543006";"Ribeirão Branco (SP)";"595498,97"
"3543105";"Ribeirão Corrente (SP)";"319057,83"
"3543204";"Ribeirão do Sul (SP)";"224362,52"
"3543238";"Ribeirão dos Índios (SP)";"47000,59"
"3543253";"Ribeirão Grande (SP)";"116991,72"
"3543303";"Ribeirão Pires (SP)";"3891002,63"
"3543402";"Ribeirão Preto (SP)";"39955571,77"
"3543501";"Riversul (SP)";"92796,33"
"3543600";"Rifaina (SP)";"191157,71"
"3543709";"Rincão (SP)";"226043,19"
"3543808";"Rinópolis (SP)";"349025,97"
"3543907";"Rio Claro (SP)";"13245335,96"
"3544004";"Rio das Pedras (SP)";"1787681,41"
"3544103";"Rio Grande da Serra (SP)";"960727,23"
"3544202";"Riolândia (SP)";"268963,08"
"3544251";"Rosana (SP)";"1928456,30"
"3544301";"Roseira (SP)";"374786,25"
"3544400";"Rubiácea (SP)";"78950,33"
"3544509";"Rubinéia (SP)";"102856,80"
"3544608";"Sabino (SP)";"175475,62"
"3544707";"Sagres (SP)";"54769,35"
"3544806";"Sales (SP)";"169480,03"
"3544905";"Sales Oliveira (SP)";"417237,49"
"3545001";"Salesópolis (SP)";"251751,91"
"3545100";"Salmourão (SP)";"96894,97"
"3545159";"Saltinho (SP)";"377871,41"
"3545209";"Salto (SP)";"9303486,75"
"3545308";"Salto de Pirapora (SP)";"2221476,71"
"3545407";"Salto Grande (SP)";"273943,20"
"3545506";"Sandovalina (SP)";"318809,78"
"3545605";"Santa Adélia (SP)";"382545,57"
"3545704";"Santa Albertina (SP)";"214790,79"
"3545803";"Santa Bárbara d'Oeste (SP)";"7825506,50"
"3546009";"Santa Branca (SP)";"312818,58"
"3546108";"Santa Clara d'Oeste (SP)";"96783,32"
"3546207";"Santa Cruz da Conceição (SP)";"161650,68"
"3546256";"Santa Cruz da Esperança (SP)";"63456,69"
"3546306";"Santa Cruz das Palmeiras (SP)";"655974,34"
"3546405";"Santa Cruz do Rio Pardo (SP)";"2786906,11"
"3546504";"Santa Ernestina (SP)";"104372,71"
"3546603";"Santa Fé do Sul (SP)";"1344880,82"
"3546702";"Santa Gertrudes (SP)";"3895817,99"
"3546801";"Santa Isabel (SP)";"1658732,67"
"3546900";"Santa Lúcia (SP)";"131127,83"
"3547007";"Santa Maria da Serra (SP)";"153023,63"
"3547106";"Santa Mercedes (SP)";"69067,53"
"3547205";"Santana da Ponte Pensa (SP)";"39913,18"
"3547304";"Santana de Parnaíba (SP)";"11544903,48"
"3547403";"Santa Rita d'Oeste (SP)";"68134,76"
"3547502";"Santa Rita do Passa Quatro (SP)";"825834,74"
"3547601";"Santa Rosa de Viterbo (SP)";"833444,10"
"3547650";"Santa Salete (SP)";"42106,25"
"3547700";"Santo Anastácio (SP)";"555800,93"
"3547809";"Santo André (SP)";"32620294,59"
"3547908";"Santo Antônio da Alegria (SP)";"211521,91"
"3548005";"Santo Antônio de Posse (SP)";"1870734,35"
"3548054";"Santo Antônio do Aracanguá (SP)";"289678,14"
"3548104";"Santo Antônio do Jardim (SP)";"222832,58"
"3548203";"Santo Antônio do Pinhal (SP)";"148429,12"
"3548302";"Santo Expedito (SP)";"47273,39"
"3548401";"Santópolis do Aguapeí (SP)";"80653,42"
"3548500";"Santos (SP)";"24090173,10"
"3548609";"São Bento do Sapucaí (SP)";"406647,21"
"3548708";"São Bernardo do Campo (SP)";"58277014,07"
"3548807";"São Caetano do Sul (SP)";"15566768,39"
"3548906";"São Carlos (SP)";"14141854,37"
"3549003";"São Francisco (SP)";"51167,79"
"3549102";"São João da Boa Vista (SP)";"4135189,74"
"3549201";"São João das Duas Pontes (SP)";"52612,01"
"3549250";"São João de Iracema (SP)";"51478,10"
"3549300";"São João do Pau d'Alho (SP)";"58492,97"
"3549409";"São Joaquim da Barra (SP)";"2191085,89"
"3549508";"São José da Bela Vista (SP)";"231517,14"
"3549607";"São José do Barreiro (SP)";"63347,21"
"3549706";"São José do Rio Pardo (SP)";"2375167,08"
