"Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010"
"Variável - Produto Interno Bruto a preços correntes (Mil Reais)"
"Cód.";"Município";"Ano"
"4205456";"Forquilhinha (SC)";"1224362,10"
"4205506";"Fraiburgo (SC)";"1273453,50"
"4205555";"Frei Rogério (SC)";"102092,76"
"4205605";"Galvão (SC)";"99951,55"
"4205704";"Garopaba (SC)";"773131,35"
"4205803";"Garuva (SC)";"2033119,21"
"4205902";"Gaspar (SC)";"4156790,65"
"4206009";"Governador Celso Ramos (SC)";"449622,35"
"4206108";"Grão-Pará (SC)";"329138,85"
"4206207";"Gravatal (SC)";"387230,76"
"4206306";"Guabiruba (SC)";"1262670,30"
"4206405";"Guaraciaba (SC)";"454591,21"
"4206504";"Guaramirim (SC)";"2514107,58"
"4206603";"Guarujá do Sul (SC)";"202542,11"
"4206652";"Guatambú (SC)";"354962,60"
"4206702";"Herval d'Oeste (SC)";"623924,36"
"4206751";"Ibiam (SC)";"75603,46"
"4206801";"Ibicaré (SC)";"145405,55"
"4206900";"Ibirama (SC)";"599100,95"
"4207007";"Içara (SC)";"3521296,12"
"4207106";"Ilhota (SC)";"1215152,51"
"4207205";"Imaruí (SC)";"252787,78"
"4207304";"Imbituba (SC)";"2502431,22"
"4207403";"Imbuia (SC)";"260667,32"
"4207502";"Indaial (SC)";"3675475,40"
"4207577";"Iomerê (SC)";"227765,88"
"4207601";"Ipira (SC)";"107119,59"
"4207650";"Iporã do Oeste (SC)";"381271,68"
"4207684";"Ipuaçu (SC)";"321467,45"
"4207700";"Ipumirim (SC)";"465686,62"
"4207759";"Iraceminha (SC)";"133793,64"
"4207809";"Irani (SC)";"282643,15"
"4207858";"Irati (SC)";"56612,74"
"4207908";"Irineópolis (SC)";"458946,58"
"4208005";"Itá (SC)";"404686,27"
"4208104";"Itaiópolis (SC)";"1047601,13"
"4208203";"Itajaí (SC)";"47754801,82"
"4208302";"Itapema (SC)";"2888726,47"
"4208401";"Itapiranga (SC)";"1064725,57"
"4208450";"Itapoá (SC)";"1688632,11"
"4208500";"Ituporanga (SC)";"1399577,07"
"4208609";"Jaborá (SC)";"181338,44"
"4208708";"Jacinto Machado (SC)";"529736,89"
"4208807";"Jaguaruna (SC)";"851846,89"
"4208906";"Jaraguá do Sul (SC)";"12052184,78"
"4208955";"Jardinópolis (SC)";"67315,54"
"4209003";"Joaçaba (SC)";"2380991,97"
"4209102";"Joinville (SC)";"45069864,26"
"4209151";"José Boiteux (SC)";"130462,27"
"4209177";"Jupiá (SC)";"88231,88"
"4209201";"Lacerdópolis (SC)";"137752,35"
"4209300";"Lages (SC)";"6576476,05"
"4209409";"Laguna (SC)";"1093598,19"
"4209458";"Lajeado Grande (SC)";"59651,48"
"4209508";"Laurentino (SC)";"444760,96"
"4209607";"Lauro Müller (SC)";"418742,13"
"4209706";"Lebon Régis (SC)";"416768,38"
"4209805";"Leoberto Leal (SC)";"119777,14"
"4209854";"Lindóia do Sul (SC)";"151905,93"
"4209904";"Lontras (SC)";"466155,26"
"4210001";"Luiz Alves (SC)";"792697,48"
"4210035";"Luzerna (SC)";"292962,41"
"4210050";"Macieira (SC)";"59143,42"
"4210100";"Mafra (SC)";"2489950,65"
"4210209";"Major Gercino (SC)";"62133,76"
"4210308";"Major Vieira (SC)";"300299,48"
"4210407";"Maracajá (SC)";"273036,75"
"4210506";"Maravilha (SC)";"1793996,79"
"4210555";"Marema (SC)";"98096,70"
"4210605";"Massaranduba (SC)";"751783,97"
"4210704";"Matos Costa (SC)";"62584,41"
"4210803";"Meleiro (SC)";"340346,11"
"4210852";"Mirim Doce (SC)";"89435,08"
"4210902";"Modelo (SC)";"170285,76"
"4211009";"Mondaí (SC)";"1089117,07"
"4211058";"Monte Carlo (SC)";"233393,90"
"4211108";"Monte Castelo (SC)";"237409,96"
"4211207";"Morro da Fumaça (SC)";"922020,59"
"4211256";"Morro Grande (SC)";"145118,27"
"4211306";"Navegantes (SC)";"6142275,88"
"4211405";"Nova Erechim (SC)";"247026,09"
"4211454";"Nova Itaberaba (SC)";"189424,08"
"4211504";"Nova Trento (SC)";"691465,55"
"4211603";"Nova Veneza (SC)";"1074495,18"
"4211652";"Novo Horizonte (SC)";"119836,57"
"4211702";"Orleans (SC)";"1188071,79"
"4211751";"Otacílio Costa (SC)";"997981,88"
"4211801";"Ouro (SC)";"252603,68"
"4211850";"Ouro Verde (SC)";"137259,39"
"4211876";"Paial (SC)";"58309,36"
"4211892";"Painel (SC)";"84935,17"
"4211900";"Palhoça (SC)";"8208640,40"
"4212007";"Palma Sola (SC)";"332257,21"
"4212056";"Palmeira (SC)";"187887,68"
"4212106";"Palmitos (SC)";"913735,12"
"4212205";"Papanduva (SC)";"853749,90"
"4212239";"Paraíso (SC)";"143287,72"
"4212254";"Passo de Torres (SC)";"237288,74"
"4212270";"Passos Maia (SC)";"175173,65"
"4212304";"Paulo Lopes (SC)";"250013,41"
"4212403";"Pedras Grandes (SC)";"243418,23"
"4212502";"Penha (SC)";"1036821,06"
"4212601";"Peritiba (SC)";"120944,51"
"4212650";"Pescaria Brava (SC)";"119428,66"
"4212700";"Petrolândia (SC)";"223542,99"
"4212809";"Balneário Piçarras (SC)";"1513735,53"
"4212908";"Pinhalzinho (SC)";"1514076,25"
"4213005";"Pinheiro Preto (SC)";"227240,02"
"4213104";"Piratuba (SC)";"801117,69"
"4213153";"Planalto Alegre (SC)";"141926,16"
"4213203";"Pomerode (SC)";"2806203,53"
"4213302";"Ponte Alta (SC)";"175759,64"
"4213351";"Ponte Alta do Norte (SC)";"166628,97"
"4213401";"Ponte Serrada (SC)";"291031,38"
"4213500";"Porto Belo (SC)";"1471880,37"
"4213609";"Porto União (SC)";"1149799,52"
"4213708";"Pouso Redondo (SC)";"718984,89"
"4213807";"Praia Grande (SC)";"223237,99"
"4213906";"Presidente Castello Branco (SC)";"75918,59"
"4214003";"Presidente Getúlio (SC)";"985008,75"
"4214102";"Presidente Nereu (SC)";"62737,31"
"4214151";"Princesa (SC)";"135903,09"
"4214201";"Quilombo (SC)";"462582,19"
"4214300";"Rancho Queimado (SC)";"165727,56"
"4214409";"Rio das Antas (SC)";"288065,33"
"4214508";"Rio do Campo (SC)";"212919,48"
"4214607";"Rio do Oeste (SC)";"276105,34"
"4214706";"Rio dos Cedros (SC)";"474935,55"
"4214805";"Rio do Sul (SC)";"3689821,69"
"4214904";"Rio Fortuna (SC)";"302760,57"
"4215000";"Rio Negrinho (SC)";"1614436,20"
"4215059";"Rio Rufino (SC)";"70060,74"
"4215075";"Riqueza (SC)";"147649,12"
"4215109";"Rodeio (SC)";"390008,45"
"4215208";"Romelândia (SC)";"111320,07"
"4215307";"Salete (SC)";"318138,78"
"4215356";"Saltinho (SC)";"93620,91"
"4215406";"Salto Veloso (SC)";"266902,48"
"4215455";"Sangão (SC)";"466595,29"
"4215505";"Santa Cecília (SC)";"661991,94"
"4215554";"Santa Helena (SC)";"103604,37"
"4215604";"Santa Rosa de Lima (SC)";"72823,09"
"4215653";"Santa Rosa do Sul (SC)";"199062,41"
"4215679";"Santa Terezinha (SC)";"268973,39"
"4215687";"Santa Terezinha do Progresso (SC)";"65113,88"
"4215695";"Santiago do Sul (SC)";"48476,88"
"4215703";"Santo Amaro da Imperatriz (SC)";"1256347,18"
"4215752";"São Bernardino (SC)";"88157,08"
"4215802";"São Bento do Sul (SC)";"4697015,17"
"4215901";"São Bonifácio (SC)";"112418,39"
"4216008";"São Carlos (SC)";"520775,16"
"4216057";"São Cristóvão do Sul (SC)";"219792,08"
"4216107";"São Domingos (SC)";"449963,19"
"4216206";"São Francisco do Sul (SC)";"8516095,20"
"4216255";"São João do Oeste (SC)";"353201,21"
"4216305";"São João Batista (SC)";"1029640,53"
"4216354";"São João do Itaperiú (SC)";"338133,29"
"4216404";"São João do Sul (SC)";"282885,78"
"4216503";"São Joaquim (SC)";"1133168,40"
"4216602";"São José (SC)";"13838193,39"
"4216701";"São José do Cedro (SC)";"568131,76"
"4216800";"São José do Cerrito (SC)";"318806,86"
"4216909";"São Lourenço do Oeste (SC)";"1389395,92"
"4217006";"São Ludgero (SC)";"929133,85"
"4217105";"São Martinho (SC)";"109249,50"
"4217154";"São Miguel da Boa Vista (SC)";"50296,00"
"4217204";"São Miguel do Oeste (SC)";"2174143,47"
"4217253";"São Pedro de Alcântara (SC)";"101122,30"
"4217303";"Saudades (SC)";"527125,92"
"4217402";"Schroeder (SC)";"759384,55"
"4217501";"Seara (SC)";"1178535,59"
"4217550";"Serra Alta (SC)";"118024,48"
"4217600";"Siderópolis (SC)";"679481,20"
"4217709";"Sombrio (SC)";"910228,63"
"4217758";"Sul Brasil (SC)";"83386,44"
"4217808";"Taió (SC)";"844581,19"
"4217907";"Tangará (SC)";"600819,57"
"4217956";"Tigrinhos (SC)";"65547,72"
"4218004";"Tijucas (SC)";"2437804,47"
"4218103";"Timbé do Sul (SC)";"154862,39"
"4218202";"Timbó (SC)";"2534386,81"
"4218251";"Timbó Grande (SC)";"303271,96"
"4218301";"Três Barras (SC)";"1522651,61"
"4218350";"Treviso (SC)";"232219,94"
"4218400";"Treze de Maio (SC)";"199700,49"
"4218509";"Treze Tílias (SC)";"829462,62"
"4218608";"Trombudo Central (SC)";"437923,93"
"4218707";"Tubarão (SC)";"4816733,25"
"4218756";"Tunápolis (SC)";"182298,31"
"4218806";"Turvo (SC)";"737826,08"
"4218855";"União do Oeste (SC)";"85122,90"
"4218905";"Urubici (SC)";"356264,60"
"4218954";"Urupema (SC)";"88451,21"
"4219002";"Urussanga (SC)";"1086621,74"
"4219101";"Vargeão (SC)";"200991,28"
"4219150";"Vargem (SC)";"116140,22"
"4219176";"Vargem Bonita (SC)";"539875,95"
"4219200";"Vidal Ramos (SC)";"354798,50"
"4219309";"Videira (SC)";"3455716,68"
"4219358";"Vitor Meireles (SC)";"142269,47"
"4219408";"Witmarsum (SC)";"175187,93"
"4219507";"Xanxerê (SC)";"2676947,97"
"4219606";"Xavantina (SC)";"211868,29"
"4219705";"Xaxim (SC)";"1491017,46"
"4219853";"Zortéa (SC)";"103642,99"
"4220000";"Balneário Rincão (SC)";"294615,62"
"4300034";"Aceguá (RS)";"458224,03"
"4300059";"Água Santa (RS)";"547411,66"
"4300109";"Agudo (RS)";"667873,46"
"4300208";"Ajuricaba (RS)";"521058,84"
"4300307";"Alecrim (RS)";"162072,24"
"4300406";"Alegrete (RS)";"3079871,27"
"4300455";"Alegria (RS)";"156621,88"
"4300471";"Almirante Tamandaré do Sul (RS)";"276410,77"
"4300505";"Alpestre (RS)";"196381,25"
"4300554";"Alto Alegre (RS)";"106140,70"
"4300570";"Alto Feliz (RS)";"161547,85"
"4300604";"Alvorada (RS)";"3302247,51"
"4300638";"Amaral Ferrador (RS)";"147631,77"
"4300646";"Ametista do Sul (RS)";"177770,39"
"4300661";"André da Rocha (RS)";"193088,91"
"4300703";"Anta Gorda (RS)";"322291,50"
"4300802";"Antônio Prado (RS)";"797509,89"
"4300851";"Arambaré (RS)";"285087,55"
"4300877";"Araricá (RS)";"236430,29"
"4300901";"Aratiba (RS)";"946969,26"
"4301008";"Arroio do Meio (RS)";"1536556,29"
"4301057";"Arroio do Sal (RS)";"285576,80"
"4301073";"Arroio do Padre (RS)";"76783,58"
"4301107";"Arroio dos Ratos (RS)";"357344,64"
"4301206";"Arroio do Tigre (RS)";"429270,76"
"4301305";"Arroio Grande (RS)";"1131507,80"
"4301404";"Arvorezinha (RS)";"336246,33"
"4301503";"Augusto Pestana (RS)";"504182,80"
"4301552";"Áurea (RS)";"163438,06"
"4301602";"Bagé (RS)";"3748408,57"
"4301636";"Balneário Pinhal (RS)";"312090,67"
"4301651";"Barão (RS)";"308101,19"
"4301701";"Barão de Cotegipe (RS)";"341672,09"
"4301750";"Barão do Triunfo (RS)";"142318,02"
"4301800";"Barracão (RS)";"317083,25"
"4301859";"Barra do Guarita (RS)";"56810,68"
"4301875";"Barra do Quaraí (RS)";"386180,80"
"4301909";"Barra do Ribeiro (RS)";"505591,09"
"4301925";"Barra do Rio Azul (RS)";"80746,95"
"4301958";"Barra Funda (RS)";"165028,83"
"4302006";"Barros Cassal (RS)";"244512,36"
"4302055";"Benjamin Constant do Sul (RS)";"49312,82"
"4302105";"Bento Gonçalves (RS)";"7498499,27"
"4302154";"Boa Vista das Missões (RS)";"238520,99"
"4302204";"Boa Vista do Buricá (RS)";"326885,21"
"4302220";"Boa Vista do Cadeado (RS)";"468750,28"
"4302238";"Boa Vista do Incra (RS)";"384172,44"
"4302253";"Boa Vista do Sul (RS)";"120126,58"
"4302303";"Bom Jesus (RS)";"613621,69"
"4302352";"Bom Princípio (RS)";"906593,25"
"4302378";"Bom Progresso (RS)";"86279,33"
"4302402";"Bom Retiro do Sul (RS)";"403053,65"
"4302451";"Boqueirão do Leão (RS)";"150393,48"
"4302501";"Bossoroca (RS)";"490597,08"
"4302584";"Bozano (RS)";"227409,11"
"4302600";"Braga (RS)";"130947,53"
"4302659";"Brochier (RS)";"117699,85"
"4302709";"Butiá (RS)";"543346,83"
"4302808";"Caçapava do Sul (RS)";"1122666,76"
"4302907";"Cacequi (RS)";"623085,17"
"4303004";"Cachoeira do Sul (RS)";"3542693,26"
"4303103";"Cachoeirinha (RS)";"6458475,92"
"4303202";"Cacique Doble (RS)";"169234,69"
"4303301";"Caibaté (RS)";"264915,16"
"4303400";"Caiçara (RS)";"152840,41"
"4303509";"Camaquã (RS)";"2723661,90"
"4303558";"Camargo (RS)";"520481,43"
"4303608";"Cambará do Sul (RS)";"242576,38"
"4303673";"Campestre da Serra (RS)";"204702,05"
"4303707";"Campina das Missões (RS)";"239168,36"
"4303806";"Campinas do Sul (RS)";"399402,41"
"4303905";"Campo Bom (RS)";"3600067,72"
"4304002";"Campo Novo (RS)";"325738,15"
"4304101";"Campos Borges (RS)";"150032,52"
"4304200";"Candelária (RS)";"1078185,51"
"4304309";"Cândido Godói (RS)";"358436,31"
"4304358";"Candiota (RS)";"2744006,06"
"4304408";"Canela (RS)";"1595254,52"
"4304507";"Canguçu (RS)";"1660001,98"
"4304606";"Canoas (RS)";"21995362,27"
"4304614";"Canudos do Vale (RS)";"67986,92"
"4304622";"Capão Bonito do Sul (RS)";"342052,20"
"4304630";"Capão da Canoa (RS)";"1966012,45"
"4304655";"Capão do Cipó (RS)";"644963,92"
"4304663";"Capão do Leão (RS)";"830082,42"
"4304671";"Capivari do Sul (RS)";"386831,97"
"4304689";"Capela de Santana (RS)";"298585,47"
"4304697";"Capitão (RS)";"95377,89"
"4304705";"Carazinho (RS)";"3846846,97"
"4304713";"Caraá (RS)";"165658,92"
"4304804";"Carlos Barbosa (RS)";"3529578,37"
"4304853";"Carlos Gomes (RS)";"70446,54"
"4304903";"Casca (RS)";"717919,21"
"4304952";"Caseiros (RS)";"199196,08"
"4305009";"Catuípe (RS)";"638109,49"
"4305108";"Caxias do Sul (RS)";"31688460,22"
"4305116";"Centenário (RS)";"120777,83"
"4305124";"Cerrito (RS)";"161326,90"
"4305132";"Cerro Branco (RS)";"90158,22"
"4305157";"Cerro Grande (RS)";"74560,97"
"4305173";"Cerro Grande do Sul (RS)";"203182,57"
"4305207";"Cerro Largo (RS)";"796774,91"
"4305306";"Chapada (RS)";"741825,80"
"4305355";"Charqueadas (RS)";"1736974,47"
"4305371";"Charrua (RS)";"149350,72"
"4305405";"Chiapetta (RS)";"388834,98"
"4305439";"Chuí (RS)";"370300,76"
"4305447";"Chuvisca (RS)";"129739,17"
"4305454";"Cidreira (RS)";"362058,55"
"4305504";"Ciríaco (RS)";"264360,14"
"4305587";"Colinas (RS)";"87208,65"
"4305603";"Colorado (RS)";"338156,71"
"4305702";"Condor (RS)";"624705,03"
"4305801";"Constantina (RS)";"432347,60"
"4305835";"Coqueiro Baixo (RS)";"52163,24"
"4305850";"Coqueiros do Sul (RS)";"190143,73"
"4305871";"Coronel Barros (RS)";"226125,02"
"4305900";"Coronel Bicaco (RS)";"515152,27"
"4305934";"Coronel Pilar (RS)";"49059,08"
"4305959";"Cotiporã (RS)";"167927,52"
"4305975";"Coxilha (RS)";"422463,55"
"4306007";"Crissiumal (RS)";"508975,70"
"4306056";"Cristal (RS)";"308906,29"
"4306072";"Cristal do Sul (RS)";"94740,39"
"4306106";"Cruz Alta (RS)";"4609383,81"
"4306130";"Cruzaltense (RS)";"144763,33"
"4306205";"Cruzeiro do Sul (RS)";"533002,44"
"4306304";"David Canabarro (RS)";"229362,46"
"4306320";"Derrubadas (RS)";"148406,81"
"4306353";"Dezesseis de Novembro (RS)";"57173,91"
"4306379";"Dilermando de Aguiar (RS)";"267900,90"
"4306403";"Dois Irmãos (RS)";"2188540,31"
"4306429";"Dois Irmãos das Missões (RS)";"199193,84"
"4306452";"Dois Lajeados (RS)";"172600,63"
"4306502";"Dom Feliciano (RS)";"356857,03"
"4306551";"Dom Pedro de Alcântara (RS)";"65532,72"
"4306601";"Dom Pedrito (RS)";"2210940,53"
"4306700";"Dona Francisca (RS)";"106595,52"
"4306734";"Doutor Maurício Cardoso (RS)";"260795,73"
"4306759";"Doutor Ricardo (RS)";"78890,01"
"4306767";"Eldorado do Sul (RS)";"2120258,24"
"4306809";"Encantado (RS)";"1168354,66"
"4306908";"Encruzilhada do Sul (RS)";"1080942,93"
"4306924";"Engenho Velho (RS)";"73213,19"
"4306932";"Entre-Ijuís (RS)";"687575,82"
"4306957";"Entre Rios do Sul (RS)";"207515,91"
"4306973";"Erebango (RS)";"180477,88"
"4307005";"Erechim (RS)";"6882610,72"
"4307054";"Ernestina (RS)";"265547,85"
"4307104";"Herval (RS)";"253605,69"
"4307203";"Erval Grande (RS)";"150881,72"
"4307302";"Erval Seco (RS)";"353966,62"
"4307401";"Esmeralda (RS)";"392858,57"
"4307450";"Esperança do Sul (RS)";"116730,25"
"4307500";"Espumoso (RS)";"1113102,34"
"4307559";"Estação (RS)";"350706,49"
"4307609";"Estância Velha (RS)";"1875488,24"
"4307708";"Esteio (RS)";"3749877,54"
"4307807";"Estrela (RS)";"2171440,71"
"4307815";"Estrela Velha (RS)";"197413,82"
"4307831";"Eugênio de Castro (RS)";"405442,60"
"4307864";"Fagundes Varela (RS)";"197918,35"
"4307906";"Farroupilha (RS)";"4398447,41"
"4308003";"Faxinal do Soturno (RS)";"270104,54"
"4308052";"Faxinalzinho (RS)";"103165,59"
"4308078";"Fazenda Vilanova (RS)";"140822,35"
"4308102";"Feliz (RS)";"589352,25"
"4308201";"Flores da Cunha (RS)";"2538135,67"
"4308250";"Floriano Peixoto (RS)";"103058,24"
"4308300";"Fontoura Xavier (RS)";"227468,09"
"4308409";"Formigueiro (RS)";"302798,81"
"4308433";"Forquetinha (RS)";"58939,11"
"4308458";"Fortaleza dos Valos (RS)";"564770,92"
"4308508";"Frederico Westphalen (RS)";"1430605,85"
"4308607";"Garibaldi (RS)";"2997962,97"
"4308656";"Garruchos (RS)";"200965,76"
"4308706";"Gaurama (RS)";"282771,38"
"4308805";"General Câmara (RS)";"276372,43"
"4308854";"Gentil (RS)";"190647,27"
"4308904";"Getúlio Vargas (RS)";"793660,60"
"4309001";"Giruá (RS)";"1202940,67"
"4309050";"Glorinha (RS)";"461885,08"
"4309100";"Gramado (RS)";"2658017,54"
"4309126";"Gramado dos Loureiros (RS)";"94578,85"
"4309159";"Gramado Xavier (RS)";"109481,22"
"4309209";"Gravataí (RS)";"10261618,29"
"4309258";"Guabiju (RS)";"132787,21"
"4309308";"Guaíba (RS)";"8284804,00"
"4309407";"Guaporé (RS)";"1149050,18"
"4309506";"Guarani das Missões (RS)";"362623,19"
"4309555";"Harmonia (RS)";"245496,12"
"4309571";"Herveiras (RS)";"71142,05"
"4309605";"Horizontina (RS)";"2608192,46"
"4309654";"Hulha Negra (RS)";"314486,39"
"4309704";"Humaitá (RS)";"229247,93"
"4309753";"Ibarama (RS)";"112226,03"
"4309803";"Ibiaçá (RS)";"367293,66"
"4309902";"Ibiraiaras (RS)";"399690,90"
"4309951";"Ibirapuitã (RS)";"213521,27"
"4310009";"Ibirubá (RS)";"1722052,56"
"4310108";"Igrejinha (RS)";"1888880,48"
"4310207";"Ijuí (RS)";"5190378,28"
"4310306";"Ilópolis (RS)";"140569,15"
"4310330";"Imbé (RS)";"626813,61"
"4310363";"Imigrante (RS)";"519188,61"
"4310405";"Independência (RS)";"494163,88"
"4310413";"Inhacorá (RS)";"110555,74"
"4310439";"Ipê (RS)";"298581,35"
"4310462";"Ipiranga do Sul (RS)";"177628,00"
"4310504";"Iraí (RS)";"254490,75"
"4310538";"Itaara (RS)";"286657,74"
"4310553";"Itacurubi (RS)";"246285,31"
"4310579";"Itapuca (RS)";"94233,80"
"4310603";"Itaqui (RS)";"2186920,74"
"4310652";"Itati (RS)";"86737,59"
"4310702";"Itatiba do Sul (RS)";"81706,28"
"4310751";"Ivorá (RS)";"71910,43"
"4310801";"Ivoti (RS)";"1180382,67"
"4310850";"Jaboticaba (RS)";"136728,69"
"4310876";"Jacuizinho (RS)";"224025,84"
"4310900";"Jacutinga (RS)";"232299,67"
"4311007";"Jaguarão (RS)";"1059391,87"
"4311106";"Jaguari (RS)";"378017,97"
"4311122";"Jaquirana (RS)";"94040,73"
"4311130";"Jari (RS)";"469004,75"
"4311155";"Jóia (RS)";"975407,12"
"4311205";"Júlio de Castilhos (RS)";"1925170,68"
"4311239";"Lagoa Bonita do Sul (RS)";"68914,59"
"4311254";"Lagoão (RS)";"154689,10"
"4311270";"Lagoa dos Três Cantos (RS)";"157139,12"
"4311304";"Lagoa Vermelha (RS)";"1513399,78"
"4311403";"Lajeado (RS)";"5596168,71"
"4311429";"Lajeado do Bugre (RS)";"74874,08"
"4311502";"Lavras do Sul (RS)";"497625,89"
"4311601";"Liberato Salzano (RS)";"172442,45"
"4311627";"Lindolfo Collor (RS)";"365848,15"
"4311643";"Linha Nova (RS)";"65578,71"
"4311700";"Machadinho (RS)";"272822,51"
"4311718";"Maçambará (RS)";"582040,57"
"4311734";"Mampituba (RS)";"70213,15"
"4311759";"Manoel Viana (RS)";"546970,21"
"4311775";"Maquiné (RS)";"190482,72"
"4311791";"Maratá (RS)";"80816,30"
"4311809";"Marau (RS)";"3060013,06"
"4311908";"Marcelino Ramos (RS)";"167823,63"
"4311981";"Mariana Pimentel (RS)";"104494,89"
"4312005";"Mariano Moro (RS)";"72887,02"
"4312054";"Marques de Souza (RS)";"124134,27"
"4312104";"Mata (RS)";"169005,28"
"4312138";"Mato Castelhano (RS)";"168253,69"
"4312153";"Mato Leitão (RS)";"180535,47"
"4312179";"Mato Queimado (RS)";"88445,55"
"4312203";"Maximiliano de Almeida (RS)";"161122,19"
"4312252";"Minas do Leão (RS)";"279175,51"
"4312302";"Miraguaí (RS)";"190385,06"
"4312351";"Montauri (RS)";"98137,05"
"4312377";"Monte Alegre dos Campos (RS)";"109728,63"
"4312385";"Monte Belo do Sul (RS)";"94434,13"
"4312401";"Montenegro (RS)";"5752330,07"
"4312427";"Mormaço (RS)";"153332,85"
"4312443";"Morrinhos do Sul (RS)";"81464,67"
"4312450";"Morro Redondo (RS)";"132443,07"
"4312476";"Morro Reuter (RS)";"274165,95"
"4312500";"Mostardas (RS)";"643322,77"
"4312609";"Muçum (RS)";"301850,72"
"4312617";"Muitos Capões (RS)";"1122083,98"
"4312625";"Muliterno (RS)";"91987,55"
"4312658";"Não-Me-Toque (RS)";"2207530,55"
"4312674";"Nicolau Vergueiro (RS)";"146250,92"
"4312708";"Nonoai (RS)";"525504,10"
"4312757";"Nova Alvorada (RS)";"236574,19"
"4312807";"Nova Araçá (RS)";"327225,30"
"4312906";"Nova Bassano (RS)";"802205,60"
"4312955";"Nova Boa Vista (RS)";"145342,09"
"4313003";"Nova Bréscia (RS)";"141143,04"
"4313011";"Nova Candelária (RS)";"229430,43"
"4313037";"Nova Esperança do Sul (RS)";"172364,61"
"4313060";"Nova Hartz (RS)";"805694,10"
"4313086";"Nova Pádua (RS)";"100210,68"
"4313102";"Nova Palma (RS)";"382687,15"
"4313201";"Nova Petrópolis (RS)";"972683,86"
"4313300";"Nova Prata (RS)";"1730036,79"
"4313334";"Nova Ramada (RS)";"304677,07"
"4313359";"Nova Roma do Sul (RS)";"169303,86"
"4313375";"Nova Santa Rita (RS)";"2487514,53"
"4313391";"Novo Cabrais (RS)";"133170,43"
"4313409";"Novo Hamburgo (RS)";"10037888,75"
"4313425";"Novo Machado (RS)";"186353,33"
"4313441";"Novo Tiradentes (RS)";"74727,83"
"4313466";"Novo Xingu (RS)";"75032,77"
"4313490";"Novo Barreiro (RS)";"135198,83"
"4313508";"Osório (RS)";"1819024,12"
"4313607";"Paim Filho (RS)";"167644,44"
"4313656";"Palmares do Sul (RS)";"735603,36"
"4313706";"Palmeira das Missões (RS)";"2215049,62"
"4313805";"Palmitinho (RS)";"271640,64"
"4313904";"Panambi (RS)";"3167743,30"
"4313953";"Pantano Grande (RS)";"533686,93"
"4314001";"Paraí (RS)";"424445,30"
"4314027";"Paraíso do Sul (RS)";"207384,40"
"4314035";"Pareci Novo (RS)";"136433,59"
"4314050";"Parobé (RS)";"1390312,15"
"4314068";"Passa Sete (RS)";"132982,23"
"4314076";"Passo do Sobrado (RS)";"229639,69"
"4314100";"Passo Fundo (RS)";"12552832,56"
"4314134";"Paulo Bento (RS)";"195869,13"
"4314159";"Paverama (RS)";"242456,43"
"4314175";"Pedras Altas (RS)";"386188,87"
"4314209";"Pedro Osório (RS)";"270649,98"
"4314308";"Pejuçara (RS)";"464210,85"
"4314407";"Pelotas (RS)";"10778119,16"
"4314423";"Picada Café (RS)";"386451,12"
"4314456";"Pinhal (RS)";"123340,67"
"4314464";"Pinhal da Serra (RS)";"304723,19"
"4314472";"Pinhal Grande (RS)";"931832,26"
"4314498";"Pinheirinho do Vale (RS)";"131547,33"
"4314506";"Pinheiro Machado (RS)";"397723,01"
"4314548";"Pinto Bandeira (RS)";"74284,74"
"4314555";"Pirapó (RS)";"94670,49"
"4314605";"Piratini (RS)";"880272,81"
"4314704";"Planalto (RS)";"252506,10"
"4314753";"Poço das Antas (RS)";"131756,23"
"4314779";"Pontão (RS)";"403315,68"
"4314787";"Ponte Preta (RS)";"96048,01"
"4314803";"Portão (RS)";"1662397,79"
"4314902";"Porto Alegre (RS)";"81562848,10"
"4315008";"Porto Lucena (RS)";"135660,92"
"4315057";"Porto Mauá (RS)";"89349,23"
"4315073";"Porto Vera Cruz (RS)";"45211,36"
"4315107";"Porto Xavier (RS)";"210925,05"
"4315131";"Pouso Novo (RS)";"61419,42"
"4315149";"Presidente Lucena (RS)";"213812,17"
"4315156";"Progresso (RS)";"166516,17"
"4315172";"Protásio Alves (RS)";"93262,55"
"4315206";"Putinga (RS)";"133441,73"
"4315305";"Quaraí (RS)";"625748,73"
"4315313";"Quatro Irmãos (RS)";"185962,12"
"4315321";"Quevedos (RS)";"299302,40"
"4315354";"Quinze de Novembro (RS)";"255119,71"
"4315404";"Redentora (RS)";"232902,58"
"4315453";"Relvado (RS)";"82686,59"
"4315503";"Restinga Sêca (RS)";"673419,74"
"4315552";"Rio dos Índios (RS)";"136484,32"
"4315602";"Rio Grande (RS)";"13282153,80"
"4315701";"Rio Pardo (RS)";"1390517,66"
"4315750";"Riozinho (RS)";"155848,08"
"4315800";"Roca Sales (RS)";"576081,09"
"4315909";"Rodeio Bonito (RS)";"279277,85"
"4315958";"Rolador (RS)";"161912,41"
"4316006";"Rolante (RS)";"731606,97"
"4316105";"Ronda Alta (RS)";"471551,84"
"4316204";"Rondinha (RS)";"268872,86"
"4316303";"Roque Gonzales (RS)";"437024,80"
